student_id,technical_skills,soft_skills,project_titles
2808,"Excel, JavaScript, Node.js","Leadership, Teamwork, Problem Solving","Chatbot, Placement Portal, Inventory System"
2809,"React, Excel, Java","Adaptability, Teamwork, Time Management","Chatbot, Inventory System, Recommendation Engine"
2810,"JavaScript, Python, AWS","Communication, Leadership, Teamwork","Attendance Tracker, ETL Tool, Analytics Dashboard"
2811,"React, Node.js, Python","Leadership, Problem Solving, Teamwork","Student CRM, Attendance Tracker, Chatbot"
2812,"Excel, SQL, React","Time Management, Problem Solving, Leadership","Chatbot, ETL Tool, Analytics Dashboard"
2813,"Excel, AWS, C++","Communication, Problem Solving, Time Management","Student CRM, Inventory System, Analytics Dashboard"
2814,"Python, SQL, DSA","Leadership, Communication, Problem Solving","Placement Portal, Recommendation Engine, Student CRM"
2815,"Excel, C++, React","Teamwork, Problem Solving, Leadership","Chatbot, Recommendation Engine, Data Pipeline"
2816,"AWS, JavaScript, Excel","Adaptability, Leadership, Communication","Student CRM, ETL Tool, Placement Portal"
2817,"AWS, DSA, Docker","Teamwork, Time Management, Leadership","Attendance Tracker, Automation Bot, Analytics Dashboard"
2818,"Excel, SQL, AWS","Problem Solving, Communication, Teamwork","Chatbot, Analytics Dashboard, ETL Tool"
2819,"AWS, Node.js, Java","Problem Solving, Teamwork, Time Management","Inventory System, Analytics Dashboard, Automation Bot"
2820,"C++, Excel, Java","Problem Solving, Time Management, Teamwork","Chatbot, Automation Bot, Data Pipeline"
2821,"Docker, DSA, Pandas","Teamwork, Communication, Adaptability","Recommendation Engine, ETL Tool, Attendance Tracker"
2822,"SQL, Pandas, React","Communication, Teamwork, Time Management","Placement Portal, Recommendation Engine, Analytics Dashboard"
2823,"AWS, Docker, React","Time Management, Leadership, Teamwork","Recommendation Engine, Student CRM, Analytics Dashboard"
2824,"Pandas, Java, Excel","Leadership, Problem Solving, Time Management","Attendance Tracker, Inventory System, ETL Tool"
2825,"Excel, DSA, Node.js","Adaptability, Leadership, Communication","Data Pipeline, Analytics Dashboard, Placement Portal"
2826,"DSA, Excel, Docker","Leadership, Communication, Problem Solving","Automation Bot, Data Pipeline, ETL Tool"
2827,"C++, Excel, React","Problem Solving, Adaptability, Teamwork","Attendance Tracker, Placement Portal, Automation Bot"
2828,"SQL, DSA, Docker","Teamwork, Communication, Time Management","Recommendation Engine, Placement Portal, ETL Tool"
2829,"JavaScript, AWS, DSA","Communication, Time Management, Leadership","Automation Bot, Chatbot, Recommendation Engine"
2830,"Pandas, C++, AWS","Problem Solving, Teamwork, Time Management","Chatbot, Automation Bot, Data Pipeline"
2831,"C++, JavaScript, Python","Problem Solving, Time Management, Leadership","Student CRM, Inventory System, ETL Tool"
2832,"Python, DSA, React","Communication, Problem Solving, Time Management","Student CRM, Automation Bot, Attendance Tracker"
2833,"AWS, Node.js, Java","Teamwork, Adaptability, Problem Solving","Chatbot, Data Pipeline, Student CRM"
2834,"Docker, Node.js, SQL","Leadership, Time Management, Communication","Analytics Dashboard, ETL Tool, Recommendation Engine"
2835,"Excel, Pandas, Python","Communication, Leadership, Teamwork","Recommendation Engine, Analytics Dashboard, Automation Bot"
2836,"Pandas, Node.js, JavaScript","Time Management, Communication, Leadership","Inventory System, Chatbot, Placement Portal"
2837,"Pandas, React, Excel","Adaptability, Leadership, Communication","Chatbot, Student CRM, Recommendation Engine"
2838,"Java, Python, AWS","Adaptability, Problem Solving, Leadership","Analytics Dashboard, Inventory System, Chatbot"
2839,"AWS, Docker, SQL","Leadership, Adaptability, Time Management","Inventory System, Attendance Tracker, Automation Bot"
2840,"Node.js, Java, JavaScript","Time Management, Problem Solving, Teamwork","Chatbot, Inventory System, ETL Tool"
2841,"Node.js, AWS, Java","Leadership, Communication, Teamwork","Placement Portal, Recommendation Engine, Attendance Tracker"
2842,"Excel, SQL, Pandas","Leadership, Adaptability, Time Management","Recommendation Engine, Student CRM, Automation Bot"
2843,"React, Java, DSA","Communication, Leadership, Teamwork","Analytics Dashboard, Inventory System, Student CRM"
2844,"Python, React, Docker","Leadership, Teamwork, Time Management","Analytics Dashboard, Data Pipeline, Inventory System"
2845,"C++, Excel, Java","Adaptability, Leadership, Problem Solving","Inventory System, Recommendation Engine, Placement Portal"
2846,"Docker, SQL, JavaScript","Problem Solving, Leadership, Communication","Analytics Dashboard, Automation Bot, ETL Tool"
2847,"SQL, Pandas, React","Leadership, Problem Solving, Teamwork","Inventory System, Placement Portal, Automation Bot"
2848,"DSA, SQL, Pandas","Communication, Adaptability, Problem Solving","ETL Tool, Student CRM, Inventory System"
2849,"React, SQL, DSA","Leadership, Adaptability, Problem Solving","Placement Portal, Student CRM, Inventory System"
2850,"DSA, SQL, Docker","Communication, Teamwork, Leadership","Inventory System, Analytics Dashboard, Chatbot"
2851,"SQL, DSA, Docker","Adaptability, Leadership, Teamwork","Inventory System, Placement Portal, Chatbot"
2852,"Python, React, SQL","Leadership, Adaptability, Problem Solving","Attendance Tracker, ETL Tool, Analytics Dashboard"
2853,"Excel, C++, SQL","Time Management, Communication, Adaptability","Recommendation Engine, Attendance Tracker, Inventory System"
2854,"SQL, C++, JavaScript","Adaptability, Problem Solving, Teamwork","Attendance Tracker, Inventory System, Chatbot"
2855,"Python, C++, Docker","Adaptability, Teamwork, Time Management","Student CRM, Placement Portal, Automation Bot"
2856,"C++, React, AWS","Adaptability, Problem Solving, Teamwork","Student CRM, Automation Bot, Recommendation Engine"
2857,"Java, Python, DSA","Communication, Adaptability, Problem Solving","Inventory System, Recommendation Engine, Analytics Dashboard"
2858,"SQL, Python, DSA","Adaptability, Time Management, Leadership","Chatbot, Automation Bot, Data Pipeline"
2859,"AWS, Node.js, JavaScript","Leadership, Adaptability, Time Management","Data Pipeline, Analytics Dashboard, Recommendation Engine"
2860,"Docker, DSA, AWS","Leadership, Communication, Teamwork","Automation Bot, Attendance Tracker, Student CRM"
2861,"React, SQL, Python","Leadership, Adaptability, Time Management","Student CRM, Inventory System, Analytics Dashboard"
2862,"JavaScript, SQL, Docker","Teamwork, Leadership, Adaptability","Automation Bot, Recommendation Engine, ETL Tool"
2863,"Excel, Node.js, AWS","Leadership, Adaptability, Problem Solving","Automation Bot, Analytics Dashboard, Data Pipeline"
2864,"AWS, C++, JavaScript","Communication, Leadership, Adaptability","Data Pipeline, Inventory System, Chatbot"
2865,"Python, Excel, Pandas","Teamwork, Problem Solving, Communication","Analytics Dashboard, Placement Portal, Student CRM"
2866,"C++, Docker, AWS","Teamwork, Leadership, Communication","Chatbot, Student CRM, Placement Portal"
2867,"Excel, AWS, React","Time Management, Leadership, Communication","Student CRM, Placement Portal, ETL Tool"
2868,"Pandas, C++, Python","Adaptability, Communication, Problem Solving","ETL Tool, Automation Bot, Analytics Dashboard"
2869,"Excel, Docker, C++","Communication, Adaptability, Leadership","Data Pipeline, Inventory System, ETL Tool"
2870,"JavaScript, Java, React","Leadership, Problem Solving, Teamwork","Chatbot, Attendance Tracker, Placement Portal"
2871,"React, Docker, Excel","Teamwork, Adaptability, Leadership","Analytics Dashboard, Inventory System, Data Pipeline"
2872,"Python, DSA, JavaScript","Leadership, Adaptability, Time Management","Student CRM, ETL Tool, Analytics Dashboard"
2873,"JavaScript, AWS, SQL","Communication, Problem Solving, Teamwork","Attendance Tracker, Recommendation Engine, ETL Tool"
2874,"Python, SQL, DSA","Communication, Adaptability, Time Management","Inventory System, Recommendation Engine, Analytics Dashboard"
2875,"Node.js, AWS, JavaScript","Communication, Problem Solving, Time Management","Placement Portal, Analytics Dashboard, Data Pipeline"
2876,"SQL, AWS, Docker","Problem Solving, Teamwork, Communication","Recommendation Engine, Analytics Dashboard, Student CRM"
2877,"Python, AWS, SQL","Teamwork, Adaptability, Communication","Chatbot, ETL Tool, Analytics Dashboard"
2878,"AWS, Pandas, C++","Teamwork, Time Management, Adaptability","Analytics Dashboard, Recommendation Engine, Inventory System"
2879,"JavaScript, Java, React","Problem Solving, Leadership, Communication","Automation Bot, Recommendation Engine, Chatbot"
2880,"C++, Python, Pandas","Communication, Problem Solving, Time Management","Attendance Tracker, Recommendation Engine, Student CRM"
2881,"Pandas, Python, JavaScript","Leadership, Problem Solving, Teamwork","Analytics Dashboard, Automation Bot, Inventory System"
2882,"Python, AWS, SQL","Communication, Time Management, Problem Solving","Inventory System, Placement Portal, Chatbot"
2883,"React, SQL, JavaScript","Problem Solving, Time Management, Adaptability","Student CRM, Recommendation Engine, Automation Bot"
2884,"Node.js, Java, DSA","Time Management, Teamwork, Communication","ETL Tool, Automation Bot, Data Pipeline"
2885,"Pandas, Excel, DSA","Time Management, Teamwork, Communication","ETL Tool, Recommendation Engine, Inventory System"
2886,"SQL, Python, Node.js","Problem Solving, Adaptability, Leadership","Student CRM, Analytics Dashboard, Inventory System"
2887,"DSA, Pandas, JavaScript","Adaptability, Communication, Problem Solving","ETL Tool, Placement Portal, Analytics Dashboard"
2888,"Java, Python, DSA","Communication, Time Management, Problem Solving","Analytics Dashboard, Chatbot, Inventory System"
2889,"Docker, C++, Excel","Problem Solving, Leadership, Adaptability","Placement Portal, Attendance Tracker, Inventory System"
2890,"AWS, C++, JavaScript","Communication, Time Management, Teamwork","Analytics Dashboard, Automation Bot, Data Pipeline"
2891,"React, Pandas, AWS","Problem Solving, Communication, Leadership","Automation Bot, Inventory System, Placement Portal"
2892,"Java, Python, C++","Leadership, Adaptability, Time Management","Attendance Tracker, Analytics Dashboard, Inventory System"
2893,"Java, AWS, Pandas","Time Management, Communication, Problem Solving","Data Pipeline, Chatbot, Attendance Tracker"
2894,"C++, Node.js, Excel","Adaptability, Communication, Leadership","Student CRM, Recommendation Engine, Analytics Dashboard"
2895,"Docker, SQL, DSA","Leadership, Communication, Time Management","Chatbot, Student CRM, Analytics Dashboard"
2896,"Python, Java, Excel","Adaptability, Leadership, Teamwork","Recommendation Engine, Data Pipeline, Student CRM"
2897,"Excel, C++, DSA","Problem Solving, Leadership, Time Management","ETL Tool, Analytics Dashboard, Student CRM"
2898,"JavaScript, DSA, Java","Communication, Leadership, Problem Solving","Placement Portal, Inventory System, Attendance Tracker"
2899,"Node.js, C++, Python","Problem Solving, Leadership, Communication","Chatbot, Inventory System, Analytics Dashboard"
2900,"SQL, Docker, JavaScript","Teamwork, Adaptability, Problem Solving","Inventory System, Analytics Dashboard, Automation Bot"
2901,"C++, Java, DSA","Teamwork, Time Management, Problem Solving","Attendance Tracker, Chatbot, Placement Portal"
2902,"Node.js, Python, AWS","Adaptability, Teamwork, Leadership","Analytics Dashboard, Student CRM, Chatbot"
2903,"Python, Java, Excel","Teamwork, Adaptability, Leadership","Student CRM, Automation Bot, Analytics Dashboard"
2904,"React, SQL, Docker","Teamwork, Adaptability, Communication","Analytics Dashboard, Placement Portal, Chatbot"
2905,"DSA, React, AWS","Communication, Leadership, Problem Solving","Analytics Dashboard, ETL Tool, Automation Bot"
2906,"Java, AWS, Node.js","Adaptability, Communication, Time Management","Analytics Dashboard, Recommendation Engine, Automation Bot"
2907,"Python, JavaScript, Pandas","Problem Solving, Communication, Adaptability","Analytics Dashboard, Recommendation Engine, Student CRM"
2908,"Docker, JavaScript, Pandas","Problem Solving, Teamwork, Communication","Placement Portal, Student CRM, Automation Bot"
2909,"Excel, C++, JavaScript","Problem Solving, Time Management, Adaptability","Automation Bot, Inventory System, Analytics Dashboard"
2910,"AWS, SQL, React","Time Management, Communication, Adaptability","Chatbot, Automation Bot, Recommendation Engine"
2911,"Pandas, Excel, React","Teamwork, Adaptability, Problem Solving","ETL Tool, Student CRM, Placement Portal"
2912,"DSA, Java, Pandas","Adaptability, Problem Solving, Communication","ETL Tool, Analytics Dashboard, Inventory System"
2913,"Pandas, Docker, Excel","Time Management, Communication, Adaptability","Student CRM, Inventory System, Chatbot"
2914,"JavaScript, Java, SQL","Time Management, Leadership, Problem Solving","Data Pipeline, Recommendation Engine, Student CRM"
2915,"Python, C++, JavaScript","Time Management, Communication, Leadership","Automation Bot, Student CRM, Attendance Tracker"
2916,"JavaScript, Java, React","Communication, Leadership, Teamwork","Attendance Tracker, ETL Tool, Chatbot"
2917,"SQL, C++, Node.js","Problem Solving, Adaptability, Time Management","Attendance Tracker, Chatbot, ETL Tool"
2918,"Python, React, SQL","Communication, Teamwork, Leadership","Data Pipeline, Chatbot, Analytics Dashboard"
2919,"JavaScript, C++, SQL","Problem Solving, Adaptability, Teamwork","Inventory System, Data Pipeline, Attendance Tracker"
2920,"Node.js, AWS, Java","Teamwork, Communication, Leadership","Inventory System, Automation Bot, Attendance Tracker"
2921,"SQL, AWS, React","Communication, Teamwork, Time Management","Inventory System, Data Pipeline, Attendance Tracker"
2922,"Node.js, AWS, React","Communication, Time Management, Teamwork","Automation Bot, Placement Portal, Student CRM"
2923,"Java, C++, Pandas","Problem Solving, Teamwork, Adaptability","Attendance Tracker, Student CRM, Inventory System"
2924,"Excel, JavaScript, C++","Communication, Teamwork, Problem Solving","Recommendation Engine, Student CRM, Placement Portal"
2925,"DSA, Docker, Python","Communication, Leadership, Teamwork","ETL Tool, Inventory System, Automation Bot"
2926,"AWS, React, DSA","Problem Solving, Teamwork, Time Management","Student CRM, Placement Portal, Data Pipeline"
2927,"Node.js, SQL, React","Time Management, Problem Solving, Communication","ETL Tool, Data Pipeline, Inventory System"
2928,"DSA, Excel, Java","Problem Solving, Adaptability, Teamwork","Data Pipeline, Chatbot, Inventory System"
2929,"JavaScript, React, Pandas","Adaptability, Teamwork, Communication","ETL Tool, Data Pipeline, Analytics Dashboard"
